"V1","V2","V3"
0.993181129041105,0.985902098011191,0.992901008562845
0.985822517048724,0.973220322072563,0.981584857263421
0.993181129041105,0.985902098011191,0.992901008562845
0.986056786161509,0.9736428907384,0.98477456091941
0.985630902561666,0.972685515971851,0.984387848517337
0.98895402250551,0.979400266589257,0.987776942540567
0.989640979524073,0.980871758840319,0.990343523716609
0.991309268179444,0.983154195559307,0.991505549856681
0.995254836006485,0.98925278978785,0.994597363257539
0.995254836006485,0.98925278978785,0.994597363257539
0.989661139087022,0.980701665594396,0.988372220575749
0.988177807601895,0.978975303624114,0.989375968291578
0.990449576493802,0.981960642614653,0.99089822623241
0.982123472961012,0.967198352680629,0.979625019287448
0.986921111814668,0.977413840473736,0.988577929888034
0.980717844650881,0.968180794108489,0.980261423020126
0.986921111814668,0.977413840473736,0.988577929888034
0.979402596509446,0.965568061810935,0.977152805624267
0.98377927697451,0.97239088615737,0.982265641517747
0.987887503784993,0.978208533381515,0.987104479366641
0.982514038611615,0.970711893974612,0.980210404978527
0.983070743540464,0.971494129449362,0.981807901318717
0.986318623390641,0.97613476547973,0.986047540419407
0.985296880007574,0.974643928369309,0.985286329957783
0.980308221554518,0.968171346636113,0.980108170744625
0.98245929891424,0.971441611254466,0.9836473503859
0.982116929398252,0.971048736525323,0.983445905488094
0.981589866760388,0.97045047825742,0.983138996429526
0.979912648978826,0.967715732113722,0.979874657202707
0.977234731676706,0.963650863414914,0.975920555588038
0.987523572548976,0.978155157794926,0.988956962188231
0.982553301266581,0.971029088781082,0.982328014877586
0.986921111814668,0.977413840473736,0.988577929888034
0.989406042435937,0.978440036032686,0.98910254363304
0.98895402250551,0.979400266589257,0.987776942540567
0.98895402250551,0.979400266589257,0.987776942540567
0.98728171602323,0.976942556502406,0.98463213680181
0.991637890443766,0.983716478625318,0.989900968246261
0.988748825236415,0.979397543938475,0.987709482471204
0.992921461893265,0.983777933539959,0.991822639930724
0.988221033887771,0.978369866016024,0.985347813341318
0.996366793684134,0.991232362341671,0.995596878684706
0.998739645964658,0.996193843585871,0.998093293180741
0.998739645964658,0.996193843585871,0.998093293180741
0.996193290104856,0.992387568949395,0.99427205508878
0.992482476245883,0.985905873752637,0.98912187254974
0.991342986418488,0.983704975762939,0.987997387692032
0.993815939012839,0.987444968241258,0.991785178911254
0.993892884332443,0.987445562299242,0.991809136827675
0.995254836006485,0.98925278978785,0.994597363257539
0.995099531482313,0.987492530541395,0.993706909954928
0.989973646374099,0.979497379477834,0.987760248553738
0.992431279780137,0.985920333669883,0.98964238715354
0.994953795274283,0.988624826447392,0.992387687171742
0.994979833159662,0.989701564592947,0.992922124103994
0.993672630849963,0.988581353424092,0.990458611782089
0.993815939012839,0.987444968241258,0.991785178911254
0.99176773519681,0.983797112377842,0.989941791986685
0.994192866629827,0.98748962953737,0.993705441137047
0.993815939012839,0.987444968241258,0.991785178911254
0.992572209889839,0.983734822059462,0.989910255562432
0.993881726128731,0.984843098873751,0.992363677947718
0.989063036255009,0.975550551507243,0.984801302244822
0.990634217556469,0.978579715719459,0.988077972814461
0.987363421973791,0.975793935842547,0.982079012533272
0.990364075334509,0.980018908133592,0.988025360979693
0.989113476078973,0.976349391602026,0.986164671067704
0.988977637799782,0.978012720238668,0.985141275155655
0.988360879006345,0.976593506705271,0.988158165442047
0.986789157742534,0.974272698264943,0.985104225934188
0.983300660048764,0.966683405455403,0.981209736333294
0.988857535039477,0.974776710063738,0.987227269894505
0.992427815910677,0.981786614652298,0.990809613298908
0.988726871786419,0.976440460739547,0.988079813316695
0.994918297123317,0.988136153351124,0.994032678984848
0.993674218480093,0.984435020815305,0.992156468203076
0.989836791635927,0.980585113456636,0.986429027083364
0.993700160465822,0.985483271531152,0.992688566719752
0.993700160465822,0.985483271531152,0.992688566719752
0.991118259017388,0.980673494717676,0.988357913733401
0.992427815910677,0.981786614652298,0.990809613298908
0.991153042798253,0.978117587270743,0.98893775937787
0.993726101442962,0.982311444067457,0.99107680279732
0.994995975025262,0.986012061662834,0.992956770702865
0.991222900068283,0.979614213927163,0.987087343817098
0.99504775526486,0.987079174440694,0.993497578895948
0.99504775526486,0.987079174440694,0.993497578895948
0.993881726128731,0.984843098873751,0.992363677947718
0.993881726128731,0.984843098873751,0.992363677947718
0.993881726128731,0.984843098873751,0.992363677947718
0.991377454879962,0.98108060663635,0.988580138693558
0.991212627618323,0.982177671104473,0.98724204740761
0.996263434031252,0.989740667034794,0.994843884363838
0.996263434031252,0.989740667034794,0.994843884363838
0.994979833159662,0.989701564592947,0.992922124103994
0.995031129421656,0.989701886850621,0.992937932317102
0.995031129421656,0.989701886850621,0.992937932317102
0.997528485341112,0.993497578895948,0.996738184599325
0.997528485341112,0.993497578895948,0.996738184599325
0.994979833159662,0.989701564592947,0.992922124103994
0.994979833159662,0.989701564592947,0.992922124103994
0.997502691989123,0.992432218559449,0.996201737067862
0.998739645964658,0.996193843585871,0.998093293180741
0.998739645964658,0.996193843585871,0.998093293180741
0.998739645964658,0.996193843585871,0.998093293180741
0.998739645964658,0.996193843585871,0.998093293180741
0.992328303994833,0.984816119874095,0.988013460447916
0.996212042180883,0.989725531997751,0.994099181833707
0.993686736968138,0.985938452583349,0.990295367113683
0.992416875249317,0.981194511867294,0.98809005402068
0.991171270068684,0.978550064612128,0.986015076483825
0.989869493493658,0.976965856152152,0.98542611887439
0.991171270068684,0.978550064612128,0.986015076483825
0.992494399832517,0.981206174518594,0.987578526481847
0.993726589246171,0.98127649420301,0.98948843428105
0.994944583499545,0.984946076282105,0.991350610434876
0.995022058995449,0.986028430743836,0.992432100400272
0.996211895190303,0.988671242185704,0.993768945436562
0.9974512011023,0.992408410380631,0.995653305414154
0.99618590376252,0.991880871040313,0.99592388828181
0.99618590376252,0.991880871040313,0.99592388828181
0.994892600872877,0.988123472888165,0.993492152862042
0.994892600872877,0.988123472888165,0.993492152862042
