"V1","V2","V3"
0.774410888857056,0.738176769276823,0.811982323700738
0.766076882361479,0.732156078008798,0.808428640837561
0.757289781151813,0.726711826652311,0.801341918352876
0.782230614688947,0.739960575973056,0.819469709666702
0.758113270252892,0.727878168612844,0.807426781554876
0.771471045217552,0.74355520627043,0.821362180421259
0.740687051305795,0.726728417143062,0.810625100014545
0.743690831496812,0.723666694121673,0.802734170295781
0.775966831514677,0.743082786124845,0.821500929963969
0.771990476400262,0.737882708500642,0.81771756728012
0.761710387273175,0.731593640222207,0.811816648981281
0.763030637352929,0.733727266314837,0.814631269736832
0.75966129490953,0.726915001030834,0.81034531764869
0.765346004671011,0.725756060341391,0.808475811388853
0.755923764515858,0.721265883533836,0.804184086413947
0.745112424606959,0.714202356505733,0.799336066582796
0.759226810382447,0.735125823101936,0.812633191107253
0.754256125727719,0.72393932594323,0.801935968465417
0.758462254445155,0.729087925991439,0.805396111055193
0.764221277311566,0.736758209181464,0.814997490671403
0.763875112551369,0.737341936117696,0.816953808162295
0.744946700920826,0.719258292036111,0.799092991183154
0.757344907045072,0.725695704260075,0.801313322532139
0.738771666583245,0.718138904910997,0.796601628267417
0.751527788677123,0.726893614750801,0.802852753737056
0.747143762919665,0.732676283356543,0.812605122163577
0.751718813181016,0.734682074414052,0.815160139989329
0.765772571984938,0.730070137845257,0.805248521404888
0.760774965114735,0.729768231472972,0.804285196559451
0.783893139085602,0.742987432885038,0.81570224007519
0.774539915582551,0.735310693685641,0.812588599952421
0.747703698938609,0.721108969113679,0.797886890920827
0.756344644058927,0.728530380377105,0.803086776526831
0.747789979311135,0.726041814284628,0.798962753162109
0.790322131050752,0.755127616977019,0.821543194434776
0.774171426648736,0.745363210731272,0.819905869394249
0.777459313807582,0.747635435057333,0.817053241636969
0.767641138853321,0.734042688510598,0.801930240425632
0.77222329856294,0.735803676055966,0.80781739556195
0.797341339732215,0.754715674521724,0.825911450655997
0.783434979994534,0.744024200681143,0.815993231288434
0.77207052610731,0.737188361857567,0.814233608408522
0.773013686560945,0.733091461154076,0.809327208754649
0.780784601992345,0.733911638807658,0.813079482045813
0.774928325512877,0.738139181590709,0.812730263076242
0.759723344873412,0.71809354895187,0.79315825431871
0.744535523207383,0.709908679971926,0.78895110334933
0.75287537091804,0.723342282982898,0.798229524729941
0.767738861459403,0.730507431376113,0.802726883782486
0.766580599043792,0.730878533917306,0.804321645365968
0.762239346649776,0.725208631726744,0.801292018799227
0.757413469814337,0.719352501604868,0.798666197790203
0.764931997326035,0.733941483270616,0.807643556738257
0.761421047888256,0.728268722074313,0.804970266094191
0.756308573944085,0.736787841579208,0.8107639923612
0.790971745884227,0.758577773478939,0.829551391066404
0.76794107173251,0.734478477147389,0.806600972036033
0.785624860984331,0.756464789879088,0.827470608040632
0.786982513914291,0.756418910188132,0.821996926290501
0.781545368842889,0.755058321688514,0.821807327168119
0.786353851828659,0.758732208044308,0.827191829953655
0.785096873042178,0.764535667203725,0.832721069792837
0.777189188943425,0.754792997869592,0.822815882844169
0.784976881963376,0.761496009250701,0.829611740184619
0.797008135950026,0.764607396503606,0.828952176050498
0.818686762969192,0.774907634123176,0.838193642219725
0.810874712107115,0.776514627741573,0.841469359922928
0.782258108573718,0.752553944560479,0.814822376137841
0.792477440003776,0.76290247094553,0.82976359678165
0.768158200991906,0.740012990300602,0.807058142434526
0.75600377160026,0.735798382426385,0.805269884646255
0.753123538134012,0.739752300747261,0.807370287892688
0.752164669235774,0.732091894648901,0.801377641913916
0.785334103385461,0.748895043997995,0.816625888627546
0.786384263829116,0.750803350204375,0.816014446902318
0.789594417079391,0.743757830888097,0.809150927316515
0.794587703256866,0.747222741199238,0.815000838499466
0.776912582559302,0.737739253036854,0.807947550056843
0.789966094351884,0.75388971802429,0.82392463484327
0.791468150241271,0.749747921210601,0.816300438892234
0.809217059714133,0.768681923300873,0.834200107925446
0.814327956100094,0.771631822699883,0.834614135303802
0.812487129539511,0.782649969856182,0.847395797233099
0.790062562293233,0.762923918947033,0.82699407940338
0.791511105881345,0.767395615281179,0.830665682489507
0.798367941248878,0.765573786308087,0.830552910128915
0.775906404785808,0.756105339104001,0.818968132657705
0.792135760818603,0.76363268186541,0.823444527447881
0.76761606451541,0.746971520233155,0.807091349525466
0.778165590645769,0.764664044922163,0.826209100389086
0.783049721631536,0.762090341927596,0.824909953216205
0.767186017550508,0.749316671010713,0.815188405013467
0.769994898948677,0.757525788400478,0.82877914541739
